"Parameter","Emp_bias1","Emp_bias2","Emp_bias3","Emp_var1","Emp_var2","Emp_var3","Avg_mod_var1","Avg_mod_var2","Avg_mod_var3","Cov1","Cov2","Cov3","Emp_MSE1","Emp_MSE2","Emp_MSE3"
"h1",0.00404622641509434,0.00404622641509434,-0.504611635220126,0.00161531974951716,0.00161531974951716,6.8369376219482e-05,0.00155047169811321,0.00227940251572327,-0.000236006289308176,0.927672955974843,0.927672955974843,NA,0.00162915188679245,0.00162915188679245,0.25470116427673
"h4",-0.000481918238993711,-0.000481918238993711,-0.222196855345912,0.000771020664661021,0.000771020664661021,6.74352971821918e-05,0.000749056603773585,0.000956918238993711,0.000200157232704403,0.930817610062893,0.930817610062893,0,0.000770040613207547,0.000770040613207547,0.0494387717924528
"g1",-0.000400471698113207,-0.000400471698113207,-0.482595754716981,0.000600948708438568,0.000600948708438568,7.06799347050958e-05,0.000587735849056604,0.000850786163522013,-0.000294339622641509,0.95440251572327,0.95440251572327,NA,0.000600164198113208,0.000600164198113208,0.232969231273585
"g4",0.000397798742138365,0.000397798742138365,-0.194742452830189,0.000163296436091715,0.000163296436091715,5.44324941316298e-05,0.000174213836477987,0.000207075471698113,0.000130031446540881,0.94811320754717,0.94811320754717,0,0.000163197924528302,0.000163197924528302,0.0379789698427673
"c1",-0.000467924528301887,-0.000468553459119497,-0.591255188679245,0.00141427745773288,0.00141430836388848,0.000209933941539147,0.00131823899371069,0.00171776729559748,-0.000545754716981132,0.924528301886792,0.924528301886792,NA,0.00141227270440252,0.0014123041509434,0.349792301996855
"c2",1.19496855345929e-05,1.19496855345929e-05,-0.682461006289308,0.00795766839241321,0.00795766839241321,9.52186660724013e-05,0.00766006289308176,0.0127299212598425,-0.000163207547169811,0.693396226415094,0.693396226415094,NA,0.00794515647798742,0.00794515647798742,0.465848094056604
"c3",-0.00281556603773585,-0.00281556603773585,-0.625358333333333,0.00821038254471847,0.00821038254471847,0.000207093300524934,0.00763789308176101,0.0131184251968504,-0.00045377358490566,0.705974842767296,0.705974842767296,NA,0.00820540055031447,0.00820540055031447,0.391279812751572
"c4",-0.000453930817610063,-0.000454559748427673,-0.65034213836478,0.000819411181374734,0.000819422420120834,9.28614341603526e-05,0.000831761006289308,0.00106399371069182,-0.000199685534591195,0.937106918238994,0.937106918238994,NA,0.000818328852201258,0.000818340644654088,0.423037612358491
"b1",0.00124103773584906,0.00124150943396226,-0.181770125786164,0.000259856817189125,0.000259865486851879,0.000162717657306988,0.000250471698113208,0.000281446540880503,0.000294968553459119,0.918238993710692,0.918238993710692,0,0.000260988411949686,0.000260998238993711,0.0332028404402516
"b2",-0.000319968553459119,-0.000318081761006289,-0.160752044025157,0.00150761514393602,0.00150760847568464,9.29447044767989e-05,0.00144213836477987,0.00173349056603774,0.000131446540880503,0.786163522012579,0.786163522012579,0,0.00150534705974843,0.00150533919811321,0.0259340182232704
"b3",0.000386635220125786,0.000386949685534591,-0.205201729559748,0.000796780907715545,0.000796792475090378,0.000193308327712574,0.000867767295597484,0.00100267295597484,0.000385062893081761,0.894654088050314,0.894654088050314,0,0.000795677594339623,0.000795689386792453,0.0423007541981132
"b4",4.24528301886792e-05,4.24528301886792e-05,-0.130450314465409,9.31243366513148e-05,9.31243366513148e-05,6.53523306096172e-05,0.000100157232704403,0.000103301886792453,1e-04,0.957547169811321,0.957547169811321,0,9.29797169811321e-05,9.29797169811321e-05,0.0170825341194969
"r1",-0.00837264150943396,-0.00837264150943396,5.49406257861635,0.000566718714901203,0.000566718714901203,14.8871357811486,0.000709433962264151,0,5936.11553380503,0.957547169811321,0.957547169811321,0.990566037735849,0.000635928773584906,0.000635928773584906,45.0484519527044
"r2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s1",-0.000483176100628931,-0.000483176100628931,-0.122344182389937,8.74052755657901e-05,8.74052755657901e-05,0.0202999987220076,1e-04,0,8.4908215408805,0.965408805031447,0.965408805031447,0.908805031446541,8.75013050314465e-05,8.75013050314465e-05,0.0352361794496855
"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
