"Parameter","Emp_bias1","Emp_bias2","Emp_bias3","Emp_var1","Emp_var2","Emp_var3","Avg_mod_var1","Avg_mod_var2","Avg_mod_var3","Cov1","Cov2","Cov3","Emp_MSE1","Emp_MSE2","Emp_MSE3"
"h1",0,0,-0.673187405159332,0,0,7.23533517672074e-05,0,0,-0.000201213960546282,1,1,NA,0,0,0.453253526024279
"h4",0,0,-0.295978148710167,0,0,6.74833819778517e-05,0,0,0.000197723823975721,1,1,0,0,0,0.0876704454931715
"g1",0,0,-0.643707738998483,0,0,7.31160038466683e-05,0,0,-0.00025948406676783,1,1,NA,0,0,0.414432658300455
"g4",0,0,-0.259531107738998,0,0,5.46467056099552e-05,0,0,1e-04,1,1,0,0,0,0.0674109596661609
"c1",0.0771681335356601,7.60242792109257e-05,-0.566957056145675,9.23358826812293e-05,0.00118901921152525,0.000235404946335749,NA,0.00144461305007587,-0.000686949924127466,NA,NA,NA,0.00604711660091047,0.00118722071320182,0.32167535124431
"c2",0.00603292867981791,0.00603292867981791,-0.691623065250379,0.00217386810858305,0.00217386810858305,9.16349383103256e-05,NA,NA,-0.000117147192716237,NA,NA,NA,0.00220696559939302,0.00220696559939302,0.478433960273141
"c3",0.0278417298937785,0.0278417298937785,-0.617638391502276,0.00132244468454091,0.00132244468454091,0.000236705742697557,NA,NA,-0.000522306525037936,NA,NA,NA,0.00209559986342944,0.00209559986342944,0.381713529210926
"c4",-0.000463581183611533,-0.000463884673748103,-0.652507132018209,0.000747685632140436,0.000747681550843823,9.11077150144596e-05,NA,0.000954779969650986,-0.00019742033383915,NA,NA,NA,0.000746765963581184,0.000746762169954476,0.425856526798179
"b1",-0.0333329286798179,0.000887556904400607,-0.186891502276176,0.00332465923320311,0.000230414768946225,0.000171825702754934,NA,0.000241729893778452,0.000307890743550835,NA,NA,0,0.00443069836115326,0.000230852883156297,0.0350999985887709
"b2",0.000887556904400607,0.000887556904400607,-0.158376934749621,0.000230414768946225,0.000230414768946225,9.16349383103256e-05,NA,NA,0.000117147192716237,NA,NA,0,0.000230852883156297,0.000230852883156297,0.0251747493474962
"b3",-0.0180685887708649,-0.0180685887708649,-0.232361608497724,0.00382485531882607,0.00382485531882607,0.000236705742697557,NA,NA,0.000522306525037936,NA,NA,0,0.00414552518968134,0.00414552518968134,0.0542282636570561
"b4",8.3763277693475e-05,8.39150227617602e-05,-0.124542336874052,8.50581098283759e-05,8.50637834334974e-05,6.15504996978936e-05,NA,0.000100303490136571,1e-04,NA,NA,0,8.49360546282246e-05,8.49417450682853e-05,0.0155722507738998
"r1",-0.00768163884673748,-0.00768163884673748,5.44687329286798,0.000577604449589735,0.000577604449589735,14.9740562867932,0.000708801213960546,0,5937.72159772382,0.955993930197269,0.955993930197269,0.990895295902883,0.000635735538694992,0.000635735538694992,44.6197625634143
"r2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"s1",-0.000626100151745068,-0.000626100151745068,-0.124098330804249,8.79369165309878e-05,8.79369165309878e-05,0.0204579760914345,1e-04,0,8.53219772382398,0.965098634294385,0.965098634294385,0.90288315629742,8.81954779969651e-05,8.81954779969651e-05,0.0358273278300455
"s2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
